control_id,iteration,fact_index,mover_score,is_found_binary,status,fact_text,evidence_found
154,6,4,0.6273,0,INDICATED,"Critical-priority (1) incidents show repetitive patterns in symptom (491) and locations (204, 143 and categories (46, 42) and require detailed compliance assessment.",reporting of technical statistics as required by the control analysis shows that symptom `491` (202 occurrences) category `46` (82 occurrences) and location
154,7,1,0.6072,0,INDICATED,"Low-priority (4) incidents are informational and spam about many symptoms, locations, and categories.",for incidents linked to symptom 491 category 46 and location
154,7,2,0.5931,0,MISSING,Medium-priority (3) incidents show widely distributed symptoms and affected categories with no clear pattern.,cause analysis for incidents linked to symptom 491 category 46 and location 204 is urgently required
154,7,3,0.6401,0,INDICATED,"High-priority (2) incidents show repetitive symptom (491), location (161), and categories (46, 42, 53, 57, 61) and require compliance investigation.",the 'critical' threshold technical analysis indicates that symptom 491 (172 occurrences) category 46 (55 occurrences) and location 204 (110
154,7,4,0.6292,0,INDICATED,"Critical-priority (1) incidents show repetitive patterns in symptom (491) and locations (204, 143 and categories (46, 42) and require detailed compliance assessment.",'critical' threshold technical analysis indicates that symptom 491 (172 occurrences) category 46 (55 occurrences) and location 204 (110 occurrences) are the most frequently reported
154,8,1,0.5992,0,MISSING,"Low-priority (4) incidents are informational and spam about many symptoms, locations, and categories.",on it assets in location 204 and addressing issues within categories
154,8,2,0.5821,0,MISSING,Medium-priority (3) incidents show widely distributed symptoms and affected categories with no clear pattern.,exhibit critical process compliance with fitness scores ranging from 0.19 to
154,8,3,0.6296,0,INDICATED,"High-priority (2) incidents show repetitive symptom (491), location (161), and categories (46, 42, 53, 57, 61) and require compliance investigation.",most frequent followed by symptom 534 location 204 is the most affected (119 incidents) while categories 46 (71 incidents) and 42 (63
154,8,4,0.621,0,INDICATED,"Critical-priority (1) incidents show repetitive patterns in symptom (491) and locations (204, 143 and categories (46, 42) and require detailed compliance assessment.",affected (119 incidents) while categories 46 (71 incidents) and 42 (63 incidents) are the most frequently targeted to improve incident management compliance
154,9,1,0.622,0,INDICATED,"Low-priority (4) incidents are informational and spam about many symptoms, locations, and categories.","regarding ""report technical analysis and most affected categories"" reveals several"
154,9,2,0.5986,0,MISSING,Medium-priority (3) incidents show widely distributed symptoms and affected categories with no clear pattern.,"technical analysis and most affected categories"" reveals several key trends symptom '491'"
154,9,3,0.6393,0,INDICATED,"High-priority (2) incidents show repetitive symptom (491), location (161), and categories (46, 42, 53, 57, 61) and require compliance investigation.","regarding ""report technical analysis and most affected categories"" reveals several key trends symptom '491' (198 occurrences) category '46' (100 occurrences) and location '204' (122"
154,9,4,0.6359,0,INDICATED,"Critical-priority (1) incidents show repetitive patterns in symptom (491) and locations (204, 143 and categories (46, 42) and require detailed compliance assessment.","regarding ""report technical analysis and most affected categories"" reveals several key trends symptom '491' (198 occurrences) category '46' (100 occurrences) and location"
154,10,1,0.615,0,INDICATED,"Low-priority (4) incidents are informational and spam about many symptoms, locations, and categories.",'491' and prioritize investigations for it assets and infrastructure in
154,10,2,0.5932,0,MISSING,Medium-priority (3) incidents show widely distributed symptoms and affected categories with no clear pattern.,"for data quality by enforcing mandatory symptom reporting to eliminate ""none"" entries"
154,10,3,0.6454,0,INDICATED,"High-priority (2) incidents show repetitive symptom (491), location (161), and categories (46, 42, 53, 57, 61) and require compliance investigation.",cause analysis for symptom '491' and prioritize investigations for it assets and infrastructure in locations '204' '143' '161' and categories '46'
154,10,4,0.6373,0,INDICATED,"Critical-priority (1) incidents show repetitive patterns in symptom (491) and locations (204, 143 and categories (46, 42) and require detailed compliance assessment.",cause analysis for symptom '491' and prioritize investigations for it assets and infrastructure in locations '204' '143' '161' and categories
